#,name,asof,volume,close_usd,sector_level1,sector_level2
35,Amazon Com,1/18/00,107647980,3.20625,CONSUMER CYCLICALS,Retailers
36,Amazon Com,1/19/00,164880000,3.340625,CONSUMER CYCLICALS,Retailers
37,Amazon Com,1/20/00,119541960,3.2375,CONSUMER CYCLICALS,Retailers
38,Amazon Com,1/21/00,229171960,3.103125,CONSUMER CYCLICALS,Retailers
39,Amazon Com,1/24/00,583074000,3.50625,CONSUMER CYCLICALS,Retailers
40,Amazon Com,1/25/00,188663980,3.4625,CONSUMER CYCLICALS,Retailers
41,Amazon Com,1/26/00,131140000,3.240625,CONSUMER CYCLICALS,Retailers
42,Amazon Com,1/27/00,135671960,3.346875,CONSUMER CYCLICALS,Retailers
43,Amazon Com,1/28/00,275607980,3.084375,CONSUMER CYCLICALS,Retailers
44,Amazon Com,1/31/00,213951960,3.228125,CONSUMER CYCLICALS,Retailers
45,Amazon Com,2/1/00,268080000,3.371875,CONSUMER CYCLICALS,Retailers
46,Amazon Com,2/2/00,271690000,3.471875,CONSUMER CYCLICALS,Retailers
47,Amazon Com,2/3/00,874784000,4.209375,CONSUMER CYCLICALS,Retailers
48,Amazon Com,2/4/00,220455940,3.928125,CONSUMER CYCLICALS,Retailers
49,Amazon Com,2/7/00,202557980,3.75,CONSUMER CYCLICALS,Retailers
50,Amazon Com,2/8/00,389391960,4.15625,CONSUMER CYCLICALS,Retailers
51,Amazon Com,2/9/00,191595940,4.0125,CONSUMER CYCLICALS,Retailers
52,Amazon Com,2/10/00,199527980,3.809375,CONSUMER CYCLICALS,Retailers
53,Amazon Com,2/11/00,166175940,3.809375,CONSUMER CYCLICALS,Retailers
54,Amazon Com,2/14/00,103393980,3.721875,CONSUMER CYCLICALS,Retailers
55,Amazon Com,2/15/00,128450000,3.690625,CONSUMER CYCLICALS,Retailers
56,Amazon Com,2/16/00,85195940,3.534375,CONSUMER CYCLICALS,Retailers
57,Amazon Com,2/17/00,122591960,3.45,CONSUMER CYCLICALS,Retailers
58,Amazon Com,2/18/00,174467980,3.2375,CONSUMER CYCLICALS,Retailers
59,Amazon Com,2/21/00,0,3.2375,CONSUMER CYCLICALS,Retailers
60,Amazon Com,2/22/00,113680000,3.178125,CONSUMER CYCLICALS,Retailers
61,Amazon Com,2/23/00,168820000,3.521875,CONSUMER CYCLICALS,Retailers
62,Amazon Com,2/24/00,117393980,3.421875,CONSUMER CYCLICALS,Retailers
63,Amazon Com,2/25/00,97387980,3.45625,CONSUMER CYCLICALS,Retailers
64,Amazon Com,2/28/00,101145940,3.2875,CONSUMER CYCLICALS,Retailers
65,Amazon Com,2/29/00,142925940,3.44375,CONSUMER CYCLICALS,Retailers
66,Amazon Com,3/1/00,111521960,3.29375,CONSUMER CYCLICALS,Retailers
67,Amazon Com,3/2/00,159600000,3.128125,CONSUMER CYCLICALS,Retailers
68,Amazon Com,3/3/00,121183980,3.125,CONSUMER CYCLICALS,Retailers
69,Amazon Com,3/6/00,153295940,3.196875,CONSUMER CYCLICALS,Retailers
70,Amazon Com,3/7/00,83557980,3.175,CONSUMER CYCLICALS,Retailers
71,Amazon Com,3/8/00,118761960,3.18125,CONSUMER CYCLICALS,Retailers
72,Amazon Com,3/9/00,166245940,3.440625,CONSUMER CYCLICALS,Retailers
73,Amazon Com,3/10/00,74268000,3.34375,CONSUMER CYCLICALS,Retailers
74,Amazon Com,3/13/00,112681960,3.265625,CONSUMER CYCLICALS,Retailers
75,Amazon Com,3/14/00,96101960,3.28125,CONSUMER CYCLICALS,Retailers
76,Amazon Com,3/15/00,121625940,3.1875,CONSUMER CYCLICALS,Retailers
77,Amazon Com,3/16/00,194043980,3.3125,CONSUMER CYCLICALS,Retailers
78,Amazon Com,3/17/00,105945940,3.240625,CONSUMER CYCLICALS,Retailers
79,Amazon Com,3/20/00,116231960,3.209375,CONSUMER CYCLICALS,Retailers
80,Amazon Com,3/21/00,341615940,3.61875,CONSUMER CYCLICALS,Retailers
81,Amazon Com,3/22/00,231285940,3.534375,CONSUMER CYCLICALS,Retailers
82,Amazon Com,3/23/00,108841960,3.384375,CONSUMER CYCLICALS,Retailers
83,Amazon Com,3/24/00,194913980,3.634375,CONSUMER CYCLICALS,Retailers
84,Amazon Com,3/27/00,94950000,3.65625,CONSUMER CYCLICALS,Retailers
85,Amazon Com,3/28/00,103943980,3.50625,CONSUMER CYCLICALS,Retailers
86,Amazon Com,3/29/00,117585940,3.3125,CONSUMER CYCLICALS,Retailers
87,Amazon Com,3/30/00,100667980,3.325,CONSUMER CYCLICALS,Retailers
88,Amazon Com,3/31/00,102307980,3.35,CONSUMER CYCLICALS,Retailers
89,Amazon Com,4/3/00,97211960,3.178125,CONSUMER CYCLICALS,Retailers
90,Amazon Com,4/4/00,286324000,3.196875,CONSUMER CYCLICALS,Retailers
91,Amazon Com,4/5/00,97965940,3.109375,CONSUMER CYCLICALS,Retailers
92,Amazon Com,4/6/00,120611960,3.2125,CONSUMER CYCLICALS,Retailers
93,Amazon Com,4/7/00,121033980,3.378125,CONSUMER CYCLICALS,Retailers
94,Amazon Com,4/10/00,90397980,3.16875,CONSUMER CYCLICALS,Retailers
95,Amazon Com,4/11/00,94117980,3.16875,CONSUMER CYCLICALS,Retailers
96,Amazon Com,4/12/00,173903980,2.81875,CONSUMER CYCLICALS,Retailers
97,Amazon Com,4/13/00,213544000,2.4,CONSUMER CYCLICALS,Retailers
98,Amazon Com,4/14/00,401275940,2.34375,CONSUMER CYCLICALS,Retailers
99,Amazon Com,4/17/00,243585940,2.353125,CONSUMER CYCLICALS,Retailers
100,Amazon Com,4/18/00,214740000,2.746875,CONSUMER CYCLICALS,Retailers
101,Amazon Com,4/19/00,107461960,2.671875,CONSUMER CYCLICALS,Retailers
102,Amazon Com,4/20/00,98503980,2.61875,CONSUMER CYCLICALS,Retailers
103,Amazon Com,4/21/00,0,2.61875,CONSUMER CYCLICALS,Retailers
104,Amazon Com,4/24/00,133865940,2.490625,CONSUMER CYCLICALS,Retailers
105,Amazon Com,4/25/00,142880000,2.621875,CONSUMER CYCLICALS,Retailers
106,Amazon Com,4/26/00,239337980,2.675,CONSUMER CYCLICALS,Retailers
107,Amazon Com,4/27/00,225280000,2.64375,CONSUMER CYCLICALS,Retailers
108,Amazon Com,4/28/00,136513980,2.759375,CONSUMER CYCLICALS,Retailers
109,Amazon Com,5/1/00,171563980,2.996875,CONSUMER CYCLICALS,Retailers
110,Amazon Com,5/2/00,148551960,2.80625,CONSUMER CYCLICALS,Retailers
111,Amazon Com,5/3/00,108495940,2.70625,CONSUMER CYCLICALS,Retailers
112,Amazon Com,5/4/00,94503980,2.753125,CONSUMER CYCLICALS,Retailers
113,Amazon Com,5/5/00,81218000,2.925,CONSUMER CYCLICALS,Retailers
114,Amazon Com,5/8/00,78988000,2.80078125,CONSUMER CYCLICALS,Retailers
115,Amazon Com,5/9/00,91035940,2.8125,CONSUMER CYCLICALS,Retailers
116,Amazon Com,5/10/00,174215940,2.665625,CONSUMER CYCLICALS,Retailers
117,Amazon Com,5/11/00,111610000,2.74375,CONSUMER CYCLICALS,Retailers
118,Amazon Com,5/12/00,79392000,2.6875,CONSUMER CYCLICALS,Retailers
119,Amazon Com,5/15/00,82507980,2.803125,CONSUMER CYCLICALS,Retailers
120,Amazon Com,5/16/00,128613980,2.953125,CONSUMER CYCLICALS,Retailers
121,Amazon Com,5/17/00,139965940,3.05,CONSUMER CYCLICALS,Retailers
122,Amazon Com,5/18/00,94493980,2.76875,CONSUMER CYCLICALS,Retailers
123,Amazon Com,5/19/00,92207980,2.63125,CONSUMER CYCLICALS,Retailers
124,Amazon Com,5/22/00,165470000,2.59375,CONSUMER CYCLICALS,Retailers
125,Amazon Com,5/23/00,116731960,2.334375,CONSUMER CYCLICALS,Retailers
126,Amazon Com,5/24/00,233294000,2.428125,CONSUMER CYCLICALS,Retailers
127,Amazon Com,5/25/00,98381960,2.275,CONSUMER CYCLICALS,Retailers
128,Amazon Com,5/26/00,71996000,2.325,CONSUMER CYCLICALS,Retailers
129,Amazon Com,5/29/00,0,2.325,CONSUMER CYCLICALS,Retailers
130,Amazon Com,5/30/00,112260000,2.5875,CONSUMER CYCLICALS,Retailers
131,Amazon Com,5/31/00,137631960,2.415625,CONSUMER CYCLICALS,Retailers
132,Amazon Com,6/1/00,152443980,2.509375,CONSUMER CYCLICALS,Retailers
133,Amazon Com,6/2/00,166411960,2.89375,CONSUMER CYCLICALS,Retailers
134,Amazon Com,6/5/00,136217980,2.725,CONSUMER CYCLICALS,Retailers
135,Amazon Com,6/6/00,97047980,2.528125,CONSUMER CYCLICALS,Retailers
136,Amazon Com,6/7/00,76818000,2.590625,CONSUMER CYCLICALS,Retailers
137,Amazon Com,6/8/00,60796000,2.59375,CONSUMER CYCLICALS,Retailers
138,Amazon Com,6/9/00,38440000,2.609375,CONSUMER CYCLICALS,Retailers
139,Amazon Com,6/12/00,79700000,2.421875,CONSUMER CYCLICALS,Retailers
140,Amazon Com,6/13/00,95745940,2.45,CONSUMER CYCLICALS,Retailers
141,Amazon Com,6/14/00,100407980,2.321875,CONSUMER CYCLICALS,Retailers
142,Amazon Com,6/15/00,71078000,2.315625,CONSUMER CYCLICALS,Retailers
143,Amazon Com,6/16/00,61418000,2.3,CONSUMER CYCLICALS,Retailers
144,Amazon Com,6/19/00,103023980,2.265625,CONSUMER CYCLICALS,Retailers
145,Amazon Com,6/20/00,123975940,2.30625,CONSUMER CYCLICALS,Retailers
146,Amazon Com,6/21/00,71460000,2.303125,CONSUMER CYCLICALS,Retailers
147,Amazon Com,6/22/00,210304000,2.1,CONSUMER CYCLICALS,Retailers
148,Amazon Com,6/23/00,1036274000,1.69375,CONSUMER CYCLICALS,Retailers
149,Amazon Com,6/26/00,423835940,1.696875,CONSUMER CYCLICALS,Retailers
150,Amazon Com,6/27/00,352677980,1.825,CONSUMER CYCLICALS,Retailers
151,Amazon Com,6/28/00,297394000,1.89375,CONSUMER CYCLICALS,Retailers
152,Amazon Com,6/29/00,179711960,1.85625,CONSUMER CYCLICALS,Retailers
153,Amazon Com,6/30/00,128287980,1.815625,CONSUMER CYCLICALS,Retailers
154,Amazon Com,7/3/00,35248000,1.85,CONSUMER CYCLICALS,Retailers
155,Amazon Com,7/4/00,0,1.85,CONSUMER CYCLICALS,Retailers
156,Amazon Com,7/5/00,84260000,1.825,CONSUMER CYCLICALS,Retailers
157,Amazon Com,7/6/00,135330000,1.803125,CONSUMER CYCLICALS,Retailers
158,Amazon Com,7/7/00,77362000,1.80625,CONSUMER CYCLICALS,Retailers
159,Amazon Com,7/10/00,84805940,1.753125,CONSUMER CYCLICALS,Retailers
160,Amazon Com,7/11/00,197361960,1.65625,CONSUMER CYCLICALS,Retailers
161,Amazon Com,7/12/00,225290000,1.753125,CONSUMER CYCLICALS,Retailers
162,Amazon Com,7/13/00,171895940,1.75,CONSUMER CYCLICALS,Retailers
163,Amazon Com,7/14/00,448654000,2.125,CONSUMER CYCLICALS,Retailers
164,Amazon Com,7/17/00,130573980,2.05625,CONSUMER CYCLICALS,Retailers
165,Amazon Com,7/18/00,159150000,2.0875,CONSUMER CYCLICALS,Retailers
166,Amazon Com,7/19/00,94835940,2.04375,CONSUMER CYCLICALS,Retailers
167,Amazon Com,7/20/00,138911960,2.015625,CONSUMER CYCLICALS,Retailers
168,Amazon Com,7/21/00,94257980,2.05625,CONSUMER CYCLICALS,Retailers
169,Amazon Com,7/24/00,115561960,1.9375,CONSUMER CYCLICALS,Retailers
170,Amazon Com,7/25/00,554877980,1.88125,CONSUMER CYCLICALS,Retailers
171,Amazon Com,7/26/00,309041960,1.803125,CONSUMER CYCLICALS,Retailers
172,Amazon Com,7/27/00,471534000,1.56875,CONSUMER CYCLICALS,Retailers
173,Amazon Com,7/28/00,248884000,1.5,CONSUMER CYCLICALS,Retailers
174,Amazon Com,7/31/00,189567980,1.50625,CONSUMER CYCLICALS,Retailers
175,Amazon Com,8/1/00,162815940,1.5125,CONSUMER CYCLICALS,Retailers
176,Amazon Com,8/2/00,99040000,1.540625,CONSUMER CYCLICALS,Retailers
177,Amazon Com,8/3/00,102873980,1.575,CONSUMER CYCLICALS,Retailers
178,Amazon Com,8/4/00,97413980,1.625,CONSUMER CYCLICALS,Retailers
179,Amazon Com,8/7/00,88035940,1.690625,CONSUMER CYCLICALS,Retailers
180,Amazon Com,8/8/00,101011960,1.646875,CONSUMER CYCLICALS,Retailers
181,Amazon Com,8/9/00,177431960,1.54375,CONSUMER CYCLICALS,Retailers
182,Amazon Com,8/10/00,121441960,1.521875,CONSUMER CYCLICALS,Retailers
183,Amazon Com,8/11/00,182197980,1.684375,CONSUMER CYCLICALS,Retailers
184,Amazon Com,8/14/00,124323980,1.74375,CONSUMER CYCLICALS,Retailers
185,Amazon Com,8/15/00,169921960,1.878125,CONSUMER CYCLICALS,Retailers
186,Amazon Com,8/16/00,192833980,1.93125,CONSUMER CYCLICALS,Retailers
187,Amazon Com,8/17/00,99473980,1.9125,CONSUMER CYCLICALS,Retailers
188,Amazon Com,8/18/00,147325940,1.95,CONSUMER CYCLICALS,Retailers
189,Amazon Com,8/21/00,80770000,1.875,CONSUMER CYCLICALS,Retailers
190,Amazon Com,8/22/00,70142000,1.825,CONSUMER CYCLICALS,Retailers
191,Amazon Com,8/23/00,94405940,1.940625,CONSUMER CYCLICALS,Retailers
192,Amazon Com,8/24/00,94390000,1.96875,CONSUMER CYCLICALS,Retailers
193,Amazon Com,8/25/00,54160000,1.996875,CONSUMER CYCLICALS,Retailers
194,Amazon Com,8/28/00,183557980,1.95625,CONSUMER CYCLICALS,Retailers
195,Amazon Com,8/29/00,90335940,1.98125,CONSUMER CYCLICALS,Retailers
196,Amazon Com,8/30/00,258381960,2.146875,CONSUMER CYCLICALS,Retailers
197,Amazon Com,8/31/00,92263980,2.075,CONSUMER CYCLICALS,Retailers
198,Amazon Com,9/1/00,66914000,2.075,CONSUMER CYCLICALS,Retailers
199,Amazon Com,9/4/00,0,2.075,CONSUMER CYCLICALS,Retailers
200,Amazon Com,9/5/00,203250000,2.284375,CONSUMER CYCLICALS,Retailers
201,Amazon Com,9/6/00,284805940,2.29375,CONSUMER CYCLICALS,Retailers
202,Amazon Com,9/7/00,148133980,2.175,CONSUMER CYCLICALS,Retailers
203,Amazon Com,9/8/00,101681960,2.146875,CONSUMER CYCLICALS,Retailers
204,Amazon Com,9/11/00,108931960,2.11875,CONSUMER CYCLICALS,Retailers
205,Amazon Com,9/12/00,76422000,2.134375,CONSUMER CYCLICALS,Retailers
206,Amazon Com,9/13/00,81466000,2.121875,CONSUMER CYCLICALS,Retailers
207,Amazon Com,9/14/00,139151960,2.24375,CONSUMER CYCLICALS,Retailers
208,Amazon Com,9/15/00,123591960,2.18125,CONSUMER CYCLICALS,Retailers
209,Amazon Com,9/18/00,88890000,2.140625,CONSUMER CYCLICALS,Retailers
210,Amazon Com,9/19/00,145351960,2.0375,CONSUMER CYCLICALS,Retailers
211,Amazon Com,9/20/00,194847980,1.875,CONSUMER CYCLICALS,Retailers
212,Amazon Com,9/21/00,148307980,2.003125,CONSUMER CYCLICALS,Retailers
213,Amazon Com,9/22/00,119917980,2.071875,CONSUMER CYCLICALS,Retailers
214,Amazon Com,9/25/00,109197980,2.01875,CONSUMER CYCLICALS,Retailers
215,Amazon Com,9/26/00,85207980,1.9875,CONSUMER CYCLICALS,Retailers
216,Amazon Com,9/27/00,200604000,1.89375,CONSUMER CYCLICALS,Retailers
217,Amazon Com,9/28/00,117110000,2,CONSUMER CYCLICALS,Retailers
218,Amazon Com,9/29/00,130331960,1.921875,CONSUMER CYCLICALS,Retailers
219,Amazon Com,10/2/00,109551960,1.79375,CONSUMER CYCLICALS,Retailers
220,Amazon Com,10/3/00,107571960,1.753125,CONSUMER CYCLICALS,Retailers
221,Amazon Com,10/4/00,156800000,1.8,CONSUMER CYCLICALS,Retailers
222,Amazon Com,10/5/00,139305940,1.678125,CONSUMER CYCLICALS,Retailers
223,Amazon Com,10/6/00,177400000,1.578125,CONSUMER CYCLICALS,Retailers
224,Amazon Com,10/9/00,254535940,1.503125,CONSUMER CYCLICALS,Retailers
225,Amazon Com,10/10/00,145130000,1.521875,CONSUMER CYCLICALS,Retailers
226,Amazon Com,10/11/00,157723980,1.390625,CONSUMER CYCLICALS,Retailers
227,Amazon Com,10/12/00,160537980,1.25625,CONSUMER CYCLICALS,Retailers
228,Amazon Com,10/13/00,152567980,1.421875,CONSUMER CYCLICALS,Retailers
229,Amazon Com,10/16/00,142920000,1.215625,CONSUMER CYCLICALS,Retailers
230,Amazon Com,10/17/00,302761960,1.096875,CONSUMER CYCLICALS,Retailers
231,Amazon Com,10/18/00,375641960,1.25625,CONSUMER CYCLICALS,Retailers
232,Amazon Com,10/19/00,217360000,1.3875,CONSUMER CYCLICALS,Retailers
233,Amazon Com,10/20/00,232374000,1.540625,CONSUMER CYCLICALS,Retailers
234,Amazon Com,10/23/00,203900000,1.5,CONSUMER CYCLICALS,Retailers
235,Amazon Com,10/24/00,265357980,1.478125,CONSUMER CYCLICALS,Retailers
236,Amazon Com,10/25/00,571181960,1.59375,CONSUMER CYCLICALS,Retailers
237,Amazon Com,10/26/00,356354000,1.84375,CONSUMER CYCLICALS,Retailers
238,Amazon Com,10/27/00,247327980,1.78125,CONSUMER CYCLICALS,Retailers
239,Amazon Com,10/30/00,250167980,1.64375,CONSUMER CYCLICALS,Retailers
240,Amazon Com,10/31/00,198341960,1.83125,CONSUMER CYCLICALS,Retailers
241,Amazon Com,11/1/00,221974000,1.86875,CONSUMER CYCLICALS,Retailers
242,Amazon Com,11/2/00,139777980,1.9875,CONSUMER CYCLICALS,Retailers
243,Amazon Com,11/3/00,119205940,1.878125,CONSUMER CYCLICALS,Retailers
244,Amazon Com,11/6/00,128873980,1.828125,CONSUMER CYCLICALS,Retailers
245,Amazon Com,11/7/00,109911960,1.846875,CONSUMER CYCLICALS,Retailers
246,Amazon Com,11/8/00,116635940,1.69375,CONSUMER CYCLICALS,Retailers
247,Amazon Com,11/9/00,143381960,1.5625,CONSUMER CYCLICALS,Retailers
248,Amazon Com,11/10/00,105080000,1.503125,CONSUMER CYCLICALS,Retailers
249,Amazon Com,11/13/00,167547960,1.390625,CONSUMER CYCLICALS,Retailers
250,Amazon Com,11/14/00,156707980,1.446875,CONSUMER CYCLICALS,Retailers
251,Amazon Com,11/15/00,105217980,1.475,CONSUMER CYCLICALS,Retailers
252,Amazon Com,11/16/00,82653980,1.390625,CONSUMER CYCLICALS,Retailers
253,Amazon Com,11/17/00,99920000,1.371875,CONSUMER CYCLICALS,Retailers
254,Amazon Com,11/20/00,128721960,1.290625,CONSUMER CYCLICALS,Retailers
255,Amazon Com,11/21/00,123900000,1.2125,CONSUMER CYCLICALS,Retailers
256,Amazon Com,11/22/00,237534000,1.259375,CONSUMER CYCLICALS,Retailers
257,Amazon Com,11/23/00,0,1.259375,CONSUMER CYCLICALS,Retailers
258,Amazon Com,11/24/00,152777980,1.446875,CONSUMER CYCLICALS,Retailers
259,Amazon Com,11/27/00,128200000,1.4,CONSUMER CYCLICALS,Retailers
260,Amazon Com,11/28/00,226541960,1.2515625,CONSUMER CYCLICALS,Retailers
261,Amazon Com,11/29/00,229150000,1.346875,CONSUMER CYCLICALS,Retailers
262,Amazon Com,11/30/00,262444000,1.234375,CONSUMER CYCLICALS,Retailers
263,Amazon Com,12/1/00,155123980,1.23125,CONSUMER CYCLICALS,Retailers
264,Amazon Com,12/4/00,165095940,1.328125,CONSUMER CYCLICALS,Retailers
265,Amazon Com,12/5/00,199265940,1.26875,CONSUMER CYCLICALS,Retailers
266,Amazon Com,12/6/00,176515940,1.18125,CONSUMER CYCLICALS,Retailers
267,Amazon Com,12/7/00,212907980,1.06875,CONSUMER CYCLICALS,Retailers
268,Amazon Com,12/8/00,259395940,1.171875,CONSUMER CYCLICALS,Retailers
269,Amazon Com,12/11/00,218084000,1.265625,CONSUMER CYCLICALS,Retailers
270,Amazon Com,12/12/00,146135940,1.29375,CONSUMER CYCLICALS,Retailers
271,Amazon Com,12/13/00,125635940,1.1875,CONSUMER CYCLICALS,Retailers
272,Amazon Com,12/14/00,140415940,1.134375,CONSUMER CYCLICALS,Retailers
273,Amazon Com,12/15/00,174273980,1.14375,CONSUMER CYCLICALS,Retailers
274,Amazon Com,12/18/00,320704000,0.99375,CONSUMER CYCLICALS,Retailers
275,Amazon Com,12/19/00,264390000,0.9125,CONSUMER CYCLICALS,Retailers
276,Amazon Com,12/20/00,441014000,0.834375,CONSUMER CYCLICALS,Retailers
277,Amazon Com,12/21/00,177027980,0.759375,CONSUMER CYCLICALS,Retailers
278,Amazon Com,12/22/00,187765940,0.778125,CONSUMER CYCLICALS,Retailers
279,Amazon Com,12/25/00,0,0.778125,CONSUMER CYCLICALS,Retailers
280,Amazon Com,12/26/00,180260000,0.846875,CONSUMER CYCLICALS,Retailers
281,Amazon Com,12/27/00,131975940,0.84375,CONSUMER CYCLICALS,Retailers
282,Amazon Com,12/28/00,169111960,0.86875,CONSUMER CYCLICALS,Retailers
283,Amazon Com,12/29/00,197375940,0.778125,CONSUMER CYCLICALS,Retailers
284,Amazon Com,1/1/01,0,0.778125,CONSUMER CYCLICALS,Retailers
285,Amazon Com,1/2/01,184070000,0.69375,CONSUMER CYCLICALS,Retailers
286,Amazon Com,1/3/01,293620000,0.878125,CONSUMER CYCLICALS,Retailers
287,Amazon Com,1/4/01,212424000,0.775,CONSUMER CYCLICALS,Retailers
288,Amazon Com,1/5/01,175995940,0.728125,CONSUMER CYCLICALS,Retailers
289,Amazon Com,1/8/01,201547980,0.746875,CONSUMER CYCLICALS,Retailers
290,Amazon Com,1/9/01,469104000,0.81875,CONSUMER CYCLICALS,Retailers
291,Amazon Com,1/10/01,220050000,0.825,CONSUMER CYCLICALS,Retailers
292,Amazon Com,1/11/01,255174000,0.85,CONSUMER CYCLICALS,Retailers
293,Amazon Com,1/12/01,168703980,0.884375,CONSUMER CYCLICALS,Retailers
294,Amazon Com,1/15/01,0,0.884375,CONSUMER CYCLICALS,Retailers
295,Amazon Com,1/16/01,120340000,0.903125,CONSUMER CYCLICALS,Retailers
296,Amazon Com,1/17/01,183360000,0.91875,CONSUMER CYCLICALS,Retailers
297,Amazon Com,1/18/01,82315940,0.975,CONSUMER CYCLICALS,Retailers
298,Amazon Com,1/19/01,123550000,0.996875,CONSUMER CYCLICALS,Retailers
299,Amazon Com,1/22/01,87971960,0.925,CONSUMER CYCLICALS,Retailers
300,Amazon Com,1/23/01,94917980,0.94765625,CONSUMER CYCLICALS,Retailers
301,Amazon Com,1/24/01,276967980,1.09375,CONSUMER CYCLICALS,Retailers
302,Amazon Com,1/25/01,141345940,0.95,CONSUMER CYCLICALS,Retailers
303,Amazon Com,1/26/01,101891960,0.975,CONSUMER CYCLICALS,Retailers
304,Amazon Com,1/29/01,154260000,1.00625,CONSUMER CYCLICALS,Retailers
305,Amazon Com,1/30/01,245465940,0.946875,CONSUMER CYCLICALS,Retailers
306,Amazon Com,1/31/01,409515940,0.865625,CONSUMER CYCLICALS,Retailers
307,Amazon Com,2/1/01,189383980,0.8125,CONSUMER CYCLICALS,Retailers
308,Amazon Com,2/2/01,242021960,0.71875,CONSUMER CYCLICALS,Retailers
309,Amazon Com,2/5/01,183801960,0.721875,CONSUMER CYCLICALS,Retailers
310,Amazon Com,2/6/01,381517980,0.790625,CONSUMER CYCLICALS,Retailers
311,Amazon Com,2/7/01,151357980,0.75,CONSUMER CYCLICALS,Retailers
312,Amazon Com,2/8/01,105903980,0.71875,CONSUMER CYCLICALS,Retailers
313,Amazon Com,2/9/01,149083980,0.66875,CONSUMER CYCLICALS,Retailers
314,Amazon Com,2/12/01,105930000,0.725,CONSUMER CYCLICALS,Retailers
315,Amazon Com,2/13/01,95907980,0.6875,CONSUMER CYCLICALS,Retailers
316,Amazon Com,2/14/01,162467980,0.721875,CONSUMER CYCLICALS,Retailers
317,Amazon Com,2/15/01,327690000,0.725,CONSUMER CYCLICALS,Retailers
318,Amazon Com,2/16/01,129811960,0.684375,CONSUMER CYCLICALS,Retailers
319,Amazon Com,2/19/01,0,0.684375,CONSUMER CYCLICALS,Retailers
320,Amazon Com,2/20/01,131781960,0.625,CONSUMER CYCLICALS,Retailers
321,Amazon Com,2/21/01,151051960,0.596875,CONSUMER CYCLICALS,Retailers
322,Amazon Com,2/22/01,164983980,0.596875,CONSUMER CYCLICALS,Retailers
323,Amazon Com,2/23/01,102997980,0.590625,CONSUMER CYCLICALS,Retailers
324,Amazon Com,2/26/01,124581960,0.596875,CONSUMER CYCLICALS,Retailers
325,Amazon Com,2/27/01,154651960,0.5875,CONSUMER CYCLICALS,Retailers
326,Amazon Com,2/28/01,292617980,0.509375,CONSUMER CYCLICALS,Retailers
